customer_id,full_name,total_revenue
905,Kapoor,2745.17
907,Ankit Chatterjee,7507.10
921,Sneha Singh,10038.38
941,Rashmi Mehta,9218.06
948,Swati Verma,21545.61
956,Rashmi Iyer,20602.38
971,Priya Singh,12274.00
972,Rahul Singh,2979.40
987,Priya Malhotra,19285.77
1013,Manish Das,7084.48
1025,Priya Reddy,6788.15
1026,Sneha Sharma,9175.80
1038,Riya Verma,4011.64
1039,Arjun Gupta,6872.54
1047,Kunal Sharma,10808.82
1049,Swati Banerjee,6477.76
1056,Shreya Banerjee,10408.98
1076,Anjali Das,8439.02
1086,Anjali Reddy,2221.12
1089,Meera Singh,12960.48
1095,Ankit Reddy,3108.39
1105,Meera Patel,3342.78
1108,Pooja Malhotra,15445.89
1109,Rashmi Iyer,15928.80
1124,Sneha Singh,15548.60
1127,Isha Reddy,1806.29
1147,Isha Das,521.20
1155,Anjali Singh,19273.86
1192,Ankit Chatterjee,4994.57
1202,Pooja Reddy,9703.72
1206,Preeti Gupta,835.86
1208,Riya Chatterjee,5057.78
1209,Kunal Khan,3644.98
1210,Suresh Banerjee,6698.21
1221,Manish Chatterjee,14220.08
1227,Priya Iyer,10489.28
1237,Sneha Agarwal,11069.62
1239,Neha Gupta,5801.10
1244,Vivek Kapoor,8088.18
1245,Manish Agarwal,12212.58
1285,Ankit Banerjee,2774.40
1288,Sneha Verma,3476.13
1290,Malhotra,9248.28
1301,Isha Patel,2438.10
1306,Aarti Agarwal,14884.56
1310,Sneha Gupta,6150.06
1314,Anjali Sharma,4119.09
1325,Rohit Agarwal,14183.88
1333,Manish Khan,16723.89
1345,Meera Patel,18865.56
1362,Meera Mehta,6281.68
1380,Rahul Das,5525.03
1389,Vivek Singh,5688.03
1399,Kunal Kapoor,7811.37
1418,Kunal Verma,6864.18
1443,Aarti Chatterjee,14495.10
1449,Rashmi Verma,2766.56
1467,Nidhi,1361.84
1481,Aarti Das,21967.35
1499,Neha Khan,15540.20
1534,Kavita Iyer,695.22
1545,Shreya Reddy,3623.68
1557,Riya Mehta,13317.06
1569,Meera Gupta,12607.14
1570,Shreya Chatterjee,4667.86
1571,Sneha Gupta,23226.33
1580,Amit Reddy,10837.40
1581,Preeti Patel,14521.50
1588,Pooja Khan,12240.28
1596,Amit Gupta,14152.06
1605,Meera Mehta,1037.50
1606,Aarti Banerjee,8238.75
1617,Priya Das,3720.66
1618,Shreya Singh,3077.05
1625,Swati Singh,19894.86
1649,Aarti Mehta,8161.26
1680,Kavita Reddy,7372.47
1689,Kavita Kapoor,23150.85
1717,Kavita Agarwal,12425.43
1719,Meera Chatterjee,7448.74
1740,Sneha Verma,3075.08
1745,Rashmi Singh,5032.66
1751,Neha Malhotra,7533.80
1769,Nidhi Patel,18717.82
1773,Kavita Sharma,29560.41
1783,Riya Agarwal,1970.16
1784,Kavita Agarwal,20974.41
1799,Pooja Banerjee,13415.07
1841,Sneha Malhotra,8638.88
1845,Nidhi Mehta,9182.24
1850,Deepak Das,11098.24
1887,Aarti Das,2990.98
1888,Anjali Das,1159.52
1889,Preeti Verma,15114.66
1896,Suresh Iyer,962.14
1898,Riya Mehta,3409.86
1915,Ajay Iyer,15894.36
1917,Riya Das,1866.52
1921,Prakash Mehta,2866.18
1938,Amit Verma,2800.86
1951,Priya Iyer,7393.06
1952,Nidhi Khan,444.57
1977,Meera Chatterjee,12643.94
1985,Rohit Agarwal,1358.02
1987,Priya Sharma,4507.53
2009,Nidhi Patel,12254.13
2019,Sneha Das,12935.64
2034,Preeti Reddy,2867.46
2042,Vikas Verma,2282.82
2065,Nitin Khan,18681.51
2066,Priya Chatterjee,994.46
2070,Rashmi Verma,3091.74
2073,Riya Gupta,3064.84
2097,Nidhi Das,5665.72
2098,Sneha Iyer,7809.05
2108,Riya Singh,1523.26
2115,Arjun Banerjee,14948.96
2131,Ankit Sharma,10275.36
2132,Amit Chatterjee,6194.74
2142,Riya Das,2545.05
2145,Preeti Kapoor,16166.95
2158,Sneha Malhotra,9036.72
2189,Swati Reddy,1582.32
2204,Nidhi Malhotra,7902.05
2216,Kavita Banerjee,3939.12
2223,Kavita Khan,4835.94
2229,Isha Iyer,3698.97
2234,Meera Gupta,8329.72
2255,Aarti Khan,3241.54
2265,Aarti Chatterjee,3220.59
2305,Neha Sharma,13239.58
2313,Preeti Sharma,7470.37
2325,Pooja Patel,3592.60
2359,Riya Khan,20716.38
2361,Meera Chatterjee,3739.45
2366,Anjali Gupta,11243.79
2370,Amit Gupta,28457.58
2387,Meera Patel,6670.40
2390,Nidhi Khan,15751.22
2394,Anjali Sharma,6641.40
2409,Priya Singh,987.60
2414,Ajay Das,11237.01
2427,Preeti Patel,4269.98
2440,Pooja Khan,15172.50
2446,Manish Chatterjee,6977.32
2447,Prakash Agarwal,6503.02
2453,Isha Malhotra,19573.14
2463,Nidhi,14764.30
2464,Vivek Gupta,14999.28
2470,Anjali Mehta,1901.32
2474,Aarti Iyer,10245.57
2479,Priya Das,5740.42
2525,Nidhi Agarwal,9753.63
2537,Ajay Patel,1407.62
2538,Suresh Das,6252.94
2545,Aarti Patel,1546.34
2549,Isha Das,2686.44
2582,Isha Das,1033.28
2584,Vivek Agarwal,14693.01
2586,Ajay Singh,15465.64
2631,Riya Chatterjee,23170.98
2638,Shreya Mehta,5403.64
2639,Anjali Khan,9990.64
2650,Deepak Kapoor,4362.64
2655,Anjali Gupta,7426.49
2663,Meera Khan,21822.24
2679,Neha Das,510.86
2680,Sneha Singh,9254.16
2681,Nitin Iyer,4296.72
2687,Ankit Iyer,3914.25
2690,Isha Singh,3963.26
2720,Preeti Reddy,18776.07
2761,Aarti Agarwal,1337.32
2779,Meera Mehta,3476.56
2795,Nidhi Mehta,11179.05
2813,Rashmi Malhotra,7594.98
2815,Anjali Banerjee,16477.26
2858,Preeti Malhotra,2762.14
2888,Rashmi Mehta,20720.16
2907,Sneha Singh,4517.92
2909,Neha Verma,1949.28
2922,Anjali Iyer,3971.52
2926,Preeti Kapoor,5950.14
2929,Priya Gupta,2103.38
2941,Rahul Kapoor,15664.38
2946,Meera Agarwal,12966.78
2964,Rahul Sharma,531.57
2974,Preeti,10137.64
2982,Neha Singh,7326.52
2996,Kunal Chatterjee,12814.05
2998,Neha Kapoor,5378.14
3005,Kapoor,7427.40
3010,Prakash,5586.26
3012,Vikas Iyer,1564.06
3030,Aarti Banerjee,7021.85
3053,Sneha Agarwal,24051.93
3060,Sneha Das,15956.66
3072,Meera Das,3820.92
3077,Pooja Mehta,10473.75
3078,Arjun Khan,3364.08
3084,Neha Malhotra,8523.00
3088,Priya Das,14271.02
3118,Kavita Kapoor,28586.82
3123,Priya Malhotra,2237.30
3137,Ajay Reddy,2267.24
3161,Kavita Singh,23289.26
3186,Kavita Mehta,2662.59
3187,Shreya Khan,2185.70
3205,Kunal Agarwal,1452.37
3216,Ajay Kapoor,22389.15
3236,Isha Kapoor,8641.88
3242,Meera Khan,23195.67
3244,Priya Mehta,2133.39
3251,Swati Gupta,2151.08
3266,Kavita Patel,3577.76
3290,Kavita Singh,15213.18
3292,Nitin Khan,7240.60
3293,Ajay Gupta,7905.10
3309,Rahul Mehta,4559.80
3311,Das,2652.30
3325,Neha Gupta,8715.28
3330,Kavita Malhotra,20764.53
3338,Kunal Singh,713.16
3339,Priya Patel,7682.66
3355,Sneha Patel,2500.77
3366,Deepak Gupta,10220.13
3372,Nidhi Sharma,22913.43
3374,Rohit Mehta,15516.94
3377,Arjun Banerjee,12746.82
3385,Arjun Mehta,8431.62
3398,Pooja Sharma,8383.32
3408,Neha Chatterjee,9146.12
3414,Neha Agarwal,5417.06
3416,Preeti Patel,15925.95
3435,Anjali Sharma,7609.04
3454,Manish Das,13485.93
3457,Rashmi Singh,7825.10
3463,Swati Mehta,10690.05
3467,Rahul Khan,8974.86
3471,Kavita Chatterjee,14471.34
3498,Amit Sharma,16052.76
3503,Kunal Verma,3420.94
3516,Pooja Mehta,5320.11
3521,Ajay Singh,22257.36
3539,Ankit Reddy,2754.26
3541,Swati Iyer,1826.80
3548,Priya Malhotra,10605.94
3556,Isha Sharma,4461.33
3558,Preeti Sharma,12893.08
3570,Riya Banerjee,3730.22
3581,Vivek Das,15959.46
3586,Kavita Iyer,2483.43
3593,Nidhi Gupta,10214.28
3620,Pooja Iyer,12001.96
3621,Preeti Iyer,20211.48
3623,Sneha Iyer,1474.96
3630,Sneha Chatterjee,12855.39
3634,Riya Mehta,2762.76
3639,Vikas Patel,13893.35
3646,Priya Agarwal,13464.44
3652,Amit Gupta,5949.88
3658,Anjali Patel,23073.00
3661,Swati Banerjee,6888.97
3673,Meera Das,15416.70
3678,Preeti Singh,2429.72
3684,Rashmi Agarwal,6213.78
3685,Riya Reddy,8123.22
3688,Preeti Malhotra,4195.94
3689,Sneha Chatterjee,22400.55
3693,Rashmi Agarwal,2375.50
3694,Rashmi Singh,5859.81
3695,Pooja Kapoor,7719.78
3718,Aarti Khan,8431.70
3785,Isha Khan,8613.80
3811,Riya Verma,7584.75
3827,Swati Reddy,6251.17
3841,Swati Agarwal,2992.80
3867,Suresh Sharma,31508.76
3880,Rashmi Gupta,11284.94
3882,Shreya Reddy,4761.10
3904,Isha Patel,23945.19
3909,Meera Chatterjee,13960.56
3910,Amit Reddy,2015.06
3918,Nitin Banerjee,4137.23
3931,Aarti Reddy,14493.14
3932,Ankit Mehta,18409.44
3958,Neha Iyer,2475.17
3974,Das,22574.43
3982,Aarti Singh,11521.71
3989,Anjali Das,3644.61
4000,Priya Khan,9288.84
4009,Pooja Kapoor,3800.36
4023,Preeti Verma,3075.11
4072,Sneha Reddy,5541.88
4081,Khan,9479.64
4091,Rashmi Malhotra,6579.48
4097,Vivek Singh,18277.68
4103,Anjali Chatterjee,23517.81
4104,Amit Khan,1757.12
4106,Anjali Gupta,4072.76
4126,Shreya Banerjee,6741.12
4135,Neha Singh,1421.90
4156,Pooja Malhotra,6818.11
4168,Pooja Reddy,3947.76
4173,Ankit Iyer,11654.14
4174,Priya Reddy,23113.08
4200,Pooja Gupta,11898.52
4229,Nidhi Sharma,14605.86
4238,Anjali Agarwal,6169.14
4244,Isha Kapoor,11279.22
4245,Kunal Singh,7547.37
4264,Priya Mehta,17484.63
4266,Pooja Kapoor,10801.72
4272,Neha Patel,8321.60
4278,Meera Mehta,4328.98
4323,Meera Khan,7725.90
4330,Suresh Mehta,3693.42
4332,Pooja Malhotra,11752.88
4348,Sanjay Agarwal,2961.14
4350,Kapoor,18224.40
4359,Reddy,10562.94
4374,Neha Gupta,12614.52
4376,Aarti Khan,2863.85
4437,Neha Verma,21299.76
4444,Swati Kapoor,19459.98
4447,Pooja Sharma,7607.43
4451,Vivek Iyer,15323.84
4452,Nidhi Gupta,3731.70
4463,Swati Das,13555.95
4480,Sneha Kapoor,6618.00
4522,Sanjay Singh,866.58
4527,Riya Banerjee,1458.57
4554,Preeti Reddy,7540.33
4556,Shreya Reddy,14634.30
4572,Priya Chatterjee,2970.24
4578,Priya Kapoor,15580.56
4585,Kavita Reddy,5283.89
4598,Prakash Verma,2296.80
4619,Rashmi Kapoor,8791.42
4647,Meera Mehta,10543.74
4649,Vivek Chatterjee,23647.59
4653,Rashmi Kapoor,5649.62
4664,Anjali Singh,7345.71
4681,Pooja Agarwal,12571.60
4686,Aarti Mehta,4892.72
4716,Rahul Banerjee,10860.34
4728,Isha Khan,3230.94
4729,Ajay Gupta,2154.84
4737,Anjali Patel,13569.36
4741,Rohit Iyer,4958.55
4743,Shreya Iyer,2320.56
4744,Sneha Gupta,7654.04
4762,Swati Kapoor,15963.88
4766,Meera Malhotra,5487.22
4770,Vikas Chatterjee,8635.50
4780,Sneha Banerjee,19985.25
4810,Nidhi Gupta,15752.94
4812,Swati Iyer,15724.82
4830,Preeti Reddy,2387.72
4834,Nidhi Kapoor,8142.80
4838,Rashmi Khan,1439.82
4845,Neha Patel,20522.07
4856,Amit Das,12960.09
4858,Kunal Reddy,3366.30
4860,Manish Malhotra,12553.56
4870,Prakash Reddy,3327.91
4891,Meera Singh,2885.84
4893,Sneha Chatterjee,13675.32
4908,Kunal Malhotra,6252.50
4923,Shreya Iyer,9769.72
4932,Rahul Banerjee,1166.92
4957,Preeti Das,13702.06
4960,Pooja Chatterjee,5700.33
4961,Anjali Agarwal,14367.66
4972,Shreya Chatterjee,6423.90
4981,Swati Mehta,15735.48
5000,Sneha Reddy,8672.58
5001,Kavita Mehta,3253.94
5021,Nidhi Chatterjee,11852.32
5022,Arjun Singh,6540.48
5051,Kavita Iyer,349.45
5058,Aarti Gupta,1337.97
5064,Vikas Das,10822.20
5069,Nitin Malhotra,14352.92
5090,Anjali Singh,5080.56
5103,Suresh Gupta,15305.01
5121,Riya Mehta,11193.20
5124,Aarti Chatterjee,1369.62
5159,Aarti Malhotra,11707.29
5161,Ankit Reddy,3119.66
5168,Nitin Sharma,11157.81
5184,Ajay Das,11355.22
5187,Sanjay Agarwal,7053.86
5192,Meera Banerjee,4847.29
5205,Rohit Gupta,8021.08
5225,Amit Singh,15004.82
5239,Shreya Patel,17535.54
5253,Ajay Iyer,4774.51
5269,Suresh Malhotra,6809.28
5274,Isha Reddy,8235.96
5296,Pooja Reddy,4471.76
5313,Rahul Malhotra,15264.62
5314,Preeti Chatterjee,15880.02
5318,Prakash Kapoor,5788.05
5323,Vivek Sharma,23798.61
5327,Riya Khan,3305.79
5333,Preeti Kapoor,4404.41
5350,Aarti Iyer,4987.58
5353,Preeti Reddy,20830.20
5366,Kavita Banerjee,7756.27
5381,Isha Mehta,5230.17
5390,Swati Agarwal,10354.26
5402,Anjali Mehta,3617.04
5407,Preeti Verma,12156.84
5428,Sneha Chatterjee,5414.68
5440,Aarti Khan,20431.17
5442,Rashmi Malhotra,3886.60
5443,Prakash Mehta,12539.50
5446,Rahul Sharma,22280.04
5478,Rahul Singh,7832.24
5483,Anjali Reddy,2318.40
5503,Kunal Verma,10579.08
5507,Isha Verma,5115.48
5534,Rashmi Chatterjee,1389.56
5539,Kavita Agarwal,14524.41
5541,Preeti Reddy,8492.20
5546,Rashmi Das,13246.64
5551,Arjun Patel,5084.42
5555,Kavita Banerjee,4070.06
5571,Arjun Khan,7169.01
5595,Riya Iyer,9881.94
5600,Shreya Das,889.90
5607,Preeti Mehta,1074.02
5608,Nidhi Kapoor,23776.77
5621,Sanjay Verma,5184.46
5655,Preeti Patel,12413.82
5685,Shreya Patel,1640.40
5708,Rohit Mehta,12953.64
5710,Vivek Banerjee,8282.76
5711,Sneha Das,17413.56
5712,Kavita Das,9227.64
5726,Kavita Patel,15500.54
5727,Anjali Patel,22266.81
5732,Suresh Sharma,23145.90
5733,Aarti Malhotra,10030.22
5737,Kavita Verma,10313.06
5749,Swati Mehta,7967.08
5759,Anjali Verma,1828.11
5765,Nidhi Banerjee,14449.32
5788,Priya Iyer,6368.11
5819,Aarti Gupta,2519.15
5821,Amit Gupta,16521.72
5835,Isha Gupta,2557.50
5859,Deepak Singh,7409.11
5866,Isha Agarwal,15226.00
5868,Priya Patel,1013.22
5903,Manish Agarwal,15321.82
5931,Shreya Das,24447.08
5932,Priya Patel,12587.14
5942,Isha Mehta,21819.45
5974,Vivek Sharma,5168.27
5984,Kavita Agarwal,19903.16
5992,Sneha Banerjee,3502.70
5999,Nidhi Reddy,4853.96
6025,Arjun Chatterjee,14066.04
6042,Preeti Singh,13228.65
6062,Riya Banerjee,14991.10
6068,Anjali Chatterjee,17146.65
6084,Anjali Das,15765.04
6094,Nitin Banerjee,1069.93
6112,Nitin Gupta,2528.52
6116,Anjali Iyer,6812.72
6121,Preeti Mehta,8359.34
6132,Preeti Mehta,15400.05
6142,Suresh Singh,11945.46
6145,Priya Kapoor,2174.10
6155,Sanjay Mehta,3345.74
6161,Rashmi Reddy,12402.00
6167,Anjali Reddy,1891.46
6191,Nidhi Verma,610.96
6201,Priya Das,1959.70
6227,Shreya Sharma,8070.90
6230,Pooja Singh,4133.04
6238,Ankit Malhotra,1223.00
6255,Nidhi Khan,21622.02
6259,Shreya Iyer,3698.66
6260,Aarti Iyer,2809.82
6283,Ankit Malhotra,22504.32
6285,Isha Patel,3884.76
6290,Sneha Banerjee,21369.80
6299,Rahul Gupta,7876.62
6318,Swati Khan,8109.54
6322,Sneha Das,7516.47
6335,Ajay Khan,3169.66
6368,Anjali Reddy,8328.06
6398,Meera Iyer,10050.72
6422,Suresh Iyer,2821.48
6423,Swati Patel,2099.42
6426,Isha Verma,21151.32
6440,Swati Khan,20172.96
6450,Aarti Iyer,36950.56
6478,Swati Kapoor,3545.80
6502,Priya Patel,11715.58
6517,Neha Singh,14224.26
6529,Ajay Verma,18835.74
6537,Deepak Iyer,6458.24
6546,Preeti Singh,7876.20
6561,Anjali Das,5357.83
6588,Nidhi Gupta,3221.08
6600,Priya Mehta,4942.04
6604,Nitin Chatterjee,17119.89
6612,Shreya Singh,6879.60
6614,Neha Iyer,22783.50
6616,Isha Agarwal,8097.57
6620,Neha Singh,14092.36
6624,Shreya Verma,6498.18
6641,Sneha Das,8252.61
6657,Prakash Reddy,11993.64
6682,Rohit Agarwal,11771.61
6685,Shreya Patel,14308.08
6686,Sneha Verma,343.12
6691,Ajay Banerjee,7012.52
6706,Sanjay Verma,3320.01
6707,Pooja Patel,5539.24
6713,Rohit Reddy,11616.26
6742,Neha Sharma,2725.34
6744,Sneha Chatterjee,7300.88
6761,Rahul Gupta,22658.49
6780,Amit Das,1318.81
6785,Rashmi Mehta,4027.95
6788,Anjali Malhotra,8806.26
6810,Shreya Patel,3253.45
6824,Preeti Malhotra,10330.56
6828,Priya Mehta,6188.71
6835,Ankit Sharma,2413.38
6847,Deepak Mehta,11329.05
6885,Swati Singh,14586.46
6892,Prakash Das,12395.93
6901,Riya Sharma,5751.84
6902,Riya Singh,1910.79
6904,Nidhi Banerjee,22454.85
6930,Ankit Gupta,7166.26
6962,Riya Das,2255.45
6968,Aarti Sharma,3078.86
6971,Pooja Kapoor,2246.04
7000,Rahul Verma,15004.08
7003,Meera Malhotra,4875.00
7005,Prakash Kapoor,6780.18
7019,Ajay Banerjee,12607.92
7026,Sneha Singh,858.36
7051,Anjali Reddy,3262.56
7052,Swati Iyer,4343.88
7068,Anjali Kapoor,4615.28
7077,Riya Das,8382.40
7088,Preeti Malhotra,7079.16
7112,Shreya Das,2505.50
7121,Sneha Banerjee,8958.98
7127,Isha Agarwal,4703.22
7135,Riya Patel,1640.44
7139,Suresh Mehta,13952.22
7140,Anjali Agarwal,9033.92
7148,Swati Patel,8572.86
7162,Rohit Das,14313.94
7170,Pooja Chatterjee,14335.05
7204,Sanjay Iyer,4118.26
7206,Swati Gupta,7950.29
7224,Prakash Singh,6008.00
7230,Shreya Verma,16835.76
7234,Meera Mehta,20300.28
7252,Priya Khan,4528.24
7254,Meera Agarwal,14799.50
7261,Sneha Chatterjee,6182.90
7270,Meera Singh,17477.04
7278,Neha Chatterjee,6701.53
7289,Aarti Das,15574.74
7300,Riya Patel,8009.56
7302,Ankit Malhotra,8288.84
7313,Sneha Das,528.56
7316,Priya Malhotra,3818.90
7324,Kavita Verma,12051.72
7334,Kavita Kapoor,785.94
7337,Swati Patel,3887.34
7340,Meera Malhotra,2727.30
7354,Preeti Iyer,5534.02
7365,Deepak Malhotra,2784.64
7382,Anjali Singh,15696.88
7387,Riya Verma,5848.57
7394,Suresh Agarwal,18709.44
7399,Prakash Khan,11797.18
7401,Kavita Malhotra,21955.38
7402,Kavita Chatterjee,6619.32
7409,Nidhi Banerjee,19651.08
7430,Ajay Agarwal,5218.65
7460,Anjali Agarwal,8638.90
7477,Priya Patel,14712.66
7489,Prakash Patel,15597.90
7496,Kavita Verma,3826.12
7546,Aarti Banerjee,4297.96
7560,Ankit Mehta,919.96
7579,Vivek Khan,1243.90
7612,Pooja Mehta,18280.71
7613,Vivek Verma,10576.80
7620,Isha Khan,4307.67
7638,Nidhi Mehta,1221.46
7648,Kunal Sharma,12561.70
7652,Meera Banerjee,10483.64
7658,Nitin Mehta,12722.82
7674,Shreya Reddy,2492.08
7691,Swati Malhotra,7983.68
7697,Kavita Singh,453.06
7702,Pooja Banerjee,3729.06
7704,Ajay,7247.78
7716,Rashmi Agarwal,22273.29
7724,Riya,19516.28
7741,Preeti Khan,32970.54
7742,Sanjay Khan,2462.85
7783,Isha,6488.10
7792,Ankit Chatterjee,2145.36
7813,Sneha Patel,12089.62
7826,Preeti Singh,10136.46
7833,Preeti Iyer,12848.42
7856,Isha Patel,6857.14
7862,Nitin Gupta,4995.33
7871,Preeti Kapoor,4739.91
7879,Kavita Chatterjee,10752.48
7894,Meera Sharma,9518.24
7896,Anjali Reddy,6313.70
7909,Aarti Reddy,822.20
7926,Aarti Mehta,1455.82
7936,Aarti Verma,16092.21
7937,Vikas Reddy,1847.86
7947,Rashmi Kapoor,4311.09
7951,Nitin Sharma,15182.22
7960,Preeti Chatterjee,5125.58
7964,Rohit Gupta,11108.56
7977,Aarti Verma,1723.20
7979,Isha Agarwal,10531.74
8001,Priya Banerjee,2156.78
8004,Rohit Chatterjee,14726.14
8013,Vikas Das,2963.98
8014,Amit Reddy,21228.69
8026,Nidhi Singh,14572.38
8030,Kavita Verma,23174.55
8034,Sneha Agarwal,10134.42
8041,Nidhi Iyer,3806.41
8050,Vikas Das,20213.34
8055,Rahul Gupta,8785.68
8065,Kavita Khan,4026.34
8066,Pooja Chatterjee,2234.00
8094,Nidhi Banerjee,12623.52
8098,Meera Iyer,6332.10
8102,Riya Khan,3271.82
8115,Nidhi Chatterjee,7679.64
8119,Shreya Malhotra,528.39
8129,Pooja Malhotra,11536.26
8130,Amit Chatterjee,1827.85
8131,Nitin Verma,2090.92
8136,Manish Mehta,17505.27
8137,Priya Banerjee,13357.00
8143,Anjali Reddy,16361.10
8144,Rashmi Verma,13154.20
8166,Riya Khan,381.33
8167,Prakash Malhotra,9940.18
8209,Isha Mehta,11740.14
8216,Aarti Iyer,11189.66
8217,Pooja Sharma,12299.32
8227,Amit Iyer,4301.97
8242,Meera Reddy,13767.16
8248,Deepak Singh,22933.59
8272,Rohit Malhotra,15438.14
8293,Ajay Patel,3850.36
8327,Aarti Verma,1036.12
8337,Rahul Agarwal,11073.09
8352,Sanjay Chatterjee,15743.26
8369,Aarti Khan,18051.60
8371,Arjun Sharma,11789.16
8375,Swati Khan,14356.20
8398,Neha Verma,9546.18
8419,Arjun Chatterjee,5771.70
8431,Amit Agarwal,3829.16
8432,Kapoor,5114.94
8474,Manish Sharma,4441.18
8487,Kavita Singh,7537.56
8497,Riya Patel,9908.03
8530,Meera Iyer,26988.92
8535,Deepak Malhotra,1985.37
8544,Rashmi Das,4541.75
8548,Riya Kapoor,10208.96
8558,Manish Sharma,14566.28
8565,Rashmi Sharma,13111.26
8574,Shreya Sharma,15753.56
8579,Rahul Malhotra,13956.63
8583,Meera Malhotra,6819.42
8584,Ajay Iyer,4045.14
8585,Meera Singh,3317.16
8625,Neha Patel,21798.36
8651,Riya Das,1408.76
8657,Aarti Kapoor,20145.96
8676,Rohit Reddy,15997.11
8678,Isha Iyer,19487.49
8701,Swati Mehta,16475.60
8722,Swati Reddy,10770.98
8725,Sneha Verma,4216.20
8733,Deepak Mehta,14487.02
8734,Sanjay Reddy,16430.55
8759,Kavita Patel,6259.08
8767,Riya Patel,15497.42
8786,Kavita Iyer,13187.34
8807,Prakash Das,14652.99
8809,Swati Singh,6386.15
8811,Preeti Mehta,3571.88
8816,Rohit Agarwal,2623.68
8820,Pooja Malhotra,3830.84
8834,Rashmi Iyer,1524.68
8846,Pooja Kapoor,4863.76
8856,Pooja Banerjee,6950.58
8861,Shreya Iyer,23839.71
8878,Neha Gupta,9533.42
8882,Nitin Sharma,8312.46
8886,Isha Malhotra,10961.44
8896,Priya,15282.94
8899,Neha Malhotra,4588.98
8901,Pooja Sharma,21882.84
8904,Ajay,13097.14
8907,Priya Malhotra,22355.07
8909,Vikas Gupta,21151.77
8912,Sharma,15702.54
8923,Priya Gupta,14986.26
8927,Rashmi Banerjee,624.94
8930,Neha Singh,8794.53
8936,Shreya Khan,1812.93
8948,Sneha Iyer,12308.66
8951,Nidhi Singh,16224.21
8961,Swati Singh,6686.20
8985,Manish Singh,7919.96
8987,Das,4696.20
9007,Priya Singh,1485.93
9010,Swati Patel,5108.04
9011,Shreya Verma,17697.63
9016,Suresh Iyer,4778.86
9031,Vivek Das,12166.44
9033,Nidhi Sharma,4989.68
9056,Nitin Gupta,10783.95
9070,Sanjay Iyer,10287.90
9075,Deepak Gupta,2266.65
9085,Kavita Sharma,2373.44
9086,Aarti Banerjee,5750.28
9102,Priya Gupta,8032.80
9105,Arjun Malhotra,18399.21
9112,Pooja Malhotra,2796.93
9133,Preeti Mehta,10721.04
9171,Ajay Malhotra,14349.60
9177,Kavita,1278.48
9196,Nidhi Patel,6999.92
9213,Anjali Kapoor,5520.86
9217,Priya Agarwal,7683.32
9237,Preeti Chatterjee,6100.42
9244,Deepak Patel,5642.61
9257,Amit Agarwal,2196.28
9258,Rahul Sharma,5521.17
9261,Shreya Kapoor,14418.18
9266,Deepak Sharma,4409.17
