customer_id,full_name,last_order_date,days_since_last_order,total_orders,churn_status
897671,Shreya Kapoor,2025-03-08,417,1,Churned
243567,Khan,2025-03-08,417,3,Churned
200778,Rashmi Reddy,2025-03-08,417,2,Churned
449302,Priya Das,2025-03-08,417,2,Churned
437054,Preeti Gupta,2025-03-08,417,3,Churned
427971,Neha Banerjee,2025-03-08,417,1,Churned
507511,Preeti Kapoor,2025-03-08,417,2,Churned
361812,Nitin Agarwal,2025-03-08,417,2,Churned
801399,Nidhi Khan,2025-03-08,417,2,Churned
851513,Aarti Reddy,2025-03-08,417,3,Churned
275332,Meera Sharma,2025-03-08,417,2,Churned
892756,Swati Das,2025-03-08,417,1,Churned
300422,Nitin Gupta,2025-03-08,417,2,Churned
129395,Ajay Banerjee,2025-03-08,417,1,Churned
894295,Preeti Khan,2025-03-08,417,2,Churned
653389,Riya Gupta,2025-03-08,417,1,Churned
507317,Rashmi Iyer,2025-03-08,417,2,Churned
500163,Nidhi Reddy,2025-03-08,417,3,Churned
885397,Neha Kapoor,2025-03-08,417,2,Churned
487682,Shreya Iyer,2025-03-08,417,2,Churned
48782,Manish Khan,2025-03-08,417,1,Churned
756921,Priya Reddy,2025-03-08,417,3,Churned
416486,Kavita Khan,2025-03-08,417,1,Churned
366033,Meera Agarwal,2025-03-08,417,3,Churned
993422,Nitin Agarwal,2025-03-08,417,1,Churned
74246,Anjali Mehta,2025-03-08,417,2,Churned
874236,Isha Banerjee,2025-03-08,417,1,Churned
507688,Preeti Agarwal,2025-03-08,417,2,Churned
301484,Neha Singh,2025-03-08,417,2,Churned
595372,Rahul Das,2025-03-08,417,3,Churned
160410,Swati Khan,2025-03-08,417,1,Churned
308637,Preeti Agarwal,2025-03-08,417,3,Churned
583103,Riya Singh,2025-03-08,417,2,Churned
260280,Sanjay Singh,2025-03-08,417,2,Churned
83361,Nidhi Verma,2025-03-08,417,3,Churned
475564,Sneha Mehta,2025-03-08,417,2,Churned
727766,Riya Kapoor,2025-03-08,417,1,Churned
763043,Swati Sharma,2025-03-08,417,2,Churned
250238,Riya Das,2025-03-08,417,3,Churned
621273,Kavita Reddy,2025-03-08,417,3,Churned
299845,Vikas Mehta,2025-03-08,417,2,Churned
975271,Neha Singh,2025-03-08,417,3,Churned
125824,Sneha Agarwal,2025-03-08,417,3,Churned
242745,Sneha Iyer,2025-03-08,417,3,Churned
154692,Manish Chatterjee,2025-03-08,417,1,Churned
94945,Amit Patel,2025-03-08,417,2,Churned
577379,Kunal Kapoor,2025-03-08,417,3,Churned
559622,Rashmi Gupta,2025-03-08,417,3,Churned
998580,Swati Patel,2025-03-08,417,3,Churned
369345,Anjali Sharma,2025-03-08,417,3,Churned
543396,Isha Malhotra,2025-03-08,417,1,Churned
390260,Sneha Das,2025-03-08,417,2,Churned
663019,Meera Agarwal,2025-03-08,417,3,Churned
660871,Shreya Malhotra,2025-03-08,417,2,Churned
801515,Rashmi Agarwal,2025-03-08,417,2,Churned
421365,Ajay Khan,2025-03-08,417,3,Churned
507288,Pooja Malhotra,2025-03-08,417,2,Churned
156900,Deepak Malhotra,2025-03-08,417,3,Churned
535681,Meera Mehta,2025-03-08,417,2,Churned
400998,Vikas Chatterjee,2025-03-08,417,2,Churned
765628,Aarti Kapoor,2025-03-08,417,2,Churned
21439,Deepak Khan,2025-03-08,417,2,Churned
318337,Aarti Singh,2025-03-08,417,2,Churned
611197,Neha Chatterjee,2025-03-08,417,2,Churned
408023,Swati Kapoor,2025-03-08,417,2,Churned
757581,Amit Verma,2025-03-08,417,1,Churned
936004,Priya Agarwal,2025-03-08,417,3,Churned
374661,Rashmi Gupta,2025-03-08,417,1,Churned
539258,Ajay Iyer,2025-03-08,417,2,Churned
464901,Manish Reddy,2025-03-08,417,2,Churned
229178,Priya Kapoor,2025-03-08,417,2,Churned
75776,Shreya Mehta,2025-03-08,417,2,Churned
216542,Prakash Reddy,2025-03-08,417,2,Churned
476066,Isha Banerjee,2025-03-08,417,1,Churned
729151,Preeti Das,2025-03-08,417,3,Churned
643722,Neha Gupta,2025-03-08,417,1,Churned
974320,Anjali Chatterjee,2025-03-08,417,2,Churned
563380,Rahul Patel,2025-03-08,417,1,Churned
681204,Kunal Banerjee,2025-03-08,417,1,Churned
715204,Nidhi Gupta,2025-03-08,417,3,Churned
557899,Meera Iyer,2025-03-08,417,3,Churned
811177,Manish Iyer,2025-03-08,417,2,Churned
59710,Sneha Agarwal,2025-03-08,417,2,Churned
516538,Amit Reddy,2025-03-08,417,3,Churned
877126,Aarti Das,2025-03-08,417,2,Churned
136282,Neha Patel,2025-03-08,417,1,Churned
601991,Rashmi Singh,2025-03-08,417,2,Churned
511407,Swati Malhotra,2025-03-08,417,2,Churned
934999,Rahul Verma,2025-03-08,417,1,Churned
706937,Aarti Malhotra,2025-03-08,417,2,Churned
805853,Pooja Chatterjee,2025-03-08,417,2,Churned
833840,Gupta,2025-03-08,417,2,Churned
591247,Priya Iyer,2025-03-08,417,3,Churned
488062,Preeti Malhotra,2025-03-08,417,3,Churned
462934,Swati,2025-03-08,417,2,Churned
757693,Sneha Kapoor,2025-03-08,417,2,Churned
958310,Ankit Banerjee,2025-03-08,417,3,Churned
189694,Isha Gupta,2025-03-08,417,1,Churned
899376,Rashmi Singh,2025-03-08,417,1,Churned
948111,Aarti Khan,2025-03-08,417,1,Churned
425144,Rashmi Khan,2025-03-08,417,1,Churned
752725,Rashmi Sharma,2025-03-08,417,3,Churned
284891,Rashmi Iyer,2025-03-08,417,1,Churned
947406,Pooja Khan,2025-03-08,417,3,Churned
444759,Nidhi Das,2025-03-08,417,2,Churned
886685,Aarti Patel,2025-03-08,417,2,Churned
271527,Pooja Sharma,2025-03-08,417,1,Churned
184024,Suresh Sharma,2025-03-08,417,2,Churned
178682,Neha Verma,2025-03-08,417,2,Churned
279940,Sneha Gupta,2025-03-08,417,2,Churned
720219,Rashmi Banerjee,2025-03-08,417,2,Churned
189343,Priya Kapoor,2025-03-08,417,2,Churned
665055,Anjali Singh,2025-03-08,417,2,Churned
32536,Sneha Agarwal,2025-03-08,417,2,Churned
650402,Priya Agarwal,2025-03-08,417,2,Churned
653203,Riya Khan,2025-03-08,417,2,Churned
412282,Neha Banerjee,2025-03-08,417,2,Churned
940032,Rahul Das,2025-03-08,417,1,Churned
788933,Preeti Banerjee,2025-03-08,417,2,Churned
427696,Riya Malhotra,2025-03-08,417,2,Churned
487082,Kavita Mehta,2025-03-08,417,2,Churned
481488,Rohit Banerjee,2025-03-08,417,1,Churned
334774,Rahul Malhotra,2025-03-08,417,1,Churned
23249,Shreya Gupta,2025-03-08,417,2,Churned
986312,Riya Reddy,2025-03-08,417,1,Churned
735438,Isha Singh,2025-03-08,417,1,Churned
515807,Rashmi Gupta,2025-03-08,417,2,Churned
146009,Pooja Banerjee,2025-03-08,417,2,Churned
678566,Nidhi Agarwal,2025-03-08,417,3,Churned
481301,Rashmi Banerjee,2025-03-08,417,3,Churned
316239,Aarti Singh,2025-03-08,417,1,Churned
614074,Shreya Banerjee,2025-03-08,417,3,Churned
811713,Anjali Chatterjee,2025-03-08,417,2,Churned
836848,Isha Das,2025-03-08,417,2,Churned
725095,Nidhi Chatterjee,2025-03-08,417,3,Churned
253336,Pooja Kapoor,2025-03-08,417,1,Churned
852061,Rohit Gupta,2025-03-08,417,3,Churned
501573,Sanjay Verma,2025-03-08,417,2,Churned
331042,Vikas Reddy,2025-03-08,417,1,Churned
55520,Deepak Mehta,2025-03-08,417,2,Churned
192663,Anjali Banerjee,2025-03-08,417,3,Churned
552967,Priya Sharma,2025-03-08,417,1,Churned
536981,Manish Singh,2025-03-08,417,1,Churned
742994,Swati Das,2025-03-08,417,2,Churned
420953,Rashmi Agarwal,2025-03-08,417,1,Churned
479695,Rashmi Chatterjee,2025-03-08,417,2,Churned
957399,Neha Gupta,2025-03-08,417,2,Churned
547103,Nidhi Kapoor,2025-03-08,417,1,Churned
452059,Riya Mehta,2025-03-08,417,2,Churned
926255,Riya Das,2025-03-08,417,3,Churned
993251,Shreya Mehta,2025-03-08,417,3,Churned
429059,Anjali Kapoor,2025-03-08,417,2,Churned
822162,Meera Das,2025-03-08,417,1,Churned
744116,Preeti Verma,2025-03-08,417,2,Churned
674446,Manish Verma,2025-03-08,417,2,Churned
115246,Rashmi Khan,2025-03-08,417,3,Churned
352228,Priya Chatterjee,2025-03-08,417,2,Churned
747003,Riya Chatterjee,2025-03-08,417,1,Churned
693439,Neha Banerjee,2025-03-08,417,3,Churned
794943,Pooja Banerjee,2025-03-08,417,2,Churned
91636,Shreya Malhotra,2025-03-08,417,2,Churned
112289,Meera Chatterjee,2025-03-08,417,2,Churned
917857,Sneha Gupta,2025-03-08,417,2,Churned
325385,Preeti Gupta,2025-03-08,417,2,Churned
95756,Isha Mehta,2025-03-08,417,3,Churned
865532,Prakash Patel,2025-03-08,417,2,Churned
280921,Kavita Agarwal,2025-03-08,417,2,Churned
798470,Neha Verma,2025-03-08,417,2,Churned
312854,Anjali Iyer,2025-03-08,417,3,Churned
209572,Vivek Banerjee,2025-03-08,417,3,Churned
865978,Sneha Gupta,2025-03-08,417,3,Churned
108400,Nidhi Sharma,2025-03-08,417,2,Churned
967887,Rashmi Das,2025-03-08,417,1,Churned
985052,Rashmi Gupta,2025-03-08,417,2,Churned
638125,Neha Iyer,2025-03-08,417,1,Churned
546752,Sneha Chatterjee,2025-03-08,417,1,Churned
44620,Kunal Reddy,2025-03-08,417,1,Churned
484693,Rahul Reddy,2025-03-08,417,2,Churned
443363,Prakash Patel,2025-03-08,417,3,Churned
194397,Aarti Malhotra,2025-03-08,417,1,Churned
311764,Anjali Agarwal,2025-03-08,417,1,Churned
488873,Rashmi Chatterjee,2025-03-08,417,2,Churned
202690,Priya Iyer,2025-03-08,417,2,Churned
736603,Pooja Singh,2025-03-08,417,2,Churned
855718,Suresh Iyer,2025-03-08,417,1,Churned
123458,Preeti Iyer,2025-03-08,417,2,Churned
137957,Nidhi Banerjee,2025-03-08,417,2,Churned
228035,Swati Das,2025-03-08,417,2,Churned
672648,Isha Chatterjee,2025-03-08,417,2,Churned
318962,Rohit Singh,2025-03-08,417,1,Churned
876672,Riya Banerjee,2025-03-08,417,3,Churned
23427,Sneha Iyer,2025-03-08,417,2,Churned
741103,Amit Gupta,2025-03-08,417,2,Churned
396309,Isha Patel,2025-03-08,417,1,Churned
551333,Rashmi Iyer,2025-03-08,417,2,Churned
26284,Preeti Khan,2025-03-08,417,2,Churned
511203,Rohit Agarwal,2025-03-08,417,2,Churned
683224,Riya Singh,2025-03-08,417,1,Churned
712375,Deepak Khan,2025-03-08,417,1,Churned
4744,Sneha Gupta,2025-03-08,417,2,Churned
766950,Rashmi Chatterjee,2025-03-08,417,3,Churned
558471,Priya Chatterjee,2025-03-08,417,2,Churned
209210,Anjali Verma,2025-03-08,417,2,Churned
297032,Chatterjee,2025-03-08,417,2,Churned
64728,Ankit Khan,2025-03-08,417,2,Churned
106134,Kavita Verma,2025-03-08,417,2,Churned
500382,Sanjay Reddy,2025-03-08,417,1,Churned
188171,Nidhi Reddy,2025-03-08,417,2,Churned
81930,Swati Verma,2025-03-08,417,2,Churned
681563,Khan,2025-03-08,417,2,Churned
786330,Pooja Kapoor,2025-03-08,417,2,Churned
346906,Pooja Banerjee,2025-03-08,417,3,Churned
890185,Vivek Singh,2025-03-08,417,2,Churned
99288,Sneha Agarwal,2025-03-08,417,2,Churned
618635,Meera Agarwal,2025-03-08,417,3,Churned
493001,Isha Gupta,2025-03-08,417,3,Churned
907159,Swati Khan,2025-03-08,417,3,Churned
407624,Ankit Banerjee,2025-03-08,417,2,Churned
360132,Vikas Kapoor,2025-03-08,417,3,Churned
793294,Patel,2025-03-08,417,2,Churned
816128,Prakash Sharma,2025-03-08,417,2,Churned
380497,Preeti Iyer,2025-03-08,417,2,Churned
879675,Suresh Reddy,2025-03-08,417,1,Churned
645751,Meera Mehta,2025-03-08,417,1,Churned
974648,Anjali Das,2025-03-08,417,2,Churned
268852,Neha Agarwal,2025-03-08,417,3,Churned
692290,Meera Mehta,2025-03-09,416,1,Churned
393410,Aarti Patel,2025-03-09,416,1,Churned
309675,Manish Singh,2025-03-09,416,1,Churned
918823,Swati Mehta,2025-03-09,416,2,Churned
445382,Arjun Agarwal,2025-03-09,416,3,Churned
841394,Isha Malhotra,2025-03-09,416,1,Churned
265799,Sneha Agarwal,2025-03-09,416,2,Churned
785728,Vivek Reddy,2025-03-09,416,1,Churned
66265,Vivek Banerjee,2025-03-09,416,2,Churned
290114,Nidhi Gupta,2025-03-09,416,1,Churned
351893,Amit Mehta,2025-03-09,416,3,Churned
821996,Shreya Agarwal,2025-03-09,416,3,Churned
218876,Suresh Patel,2025-03-09,416,2,Churned
510172,Preeti Banerjee,2025-03-09,416,3,Churned
455393,Deepak Agarwal,2025-03-09,416,2,Churned
